id,building_reference_number,price,inspection_date,date_of_transfer,address,property_type,new_build,local_authority_label,constituency_label,posttown,construction_age_band,postcode,current_energy_rating,potential_energy_rating,current_energy_efficiency,potential_energy_efficiency,built_form,transaction_type,environment_impact_current,environment_impact_potential,energy_consumption_current,energy_consumption_potential,co2_emissions_current,co2_emiss_curr_per_floor_area,co2_emissions_potential,lighting_cost_current,lighting_cost_potential,heating_cost_current,heating_cost_potential,hot_water_cost_current,hot_water_cost_potential,total_floor_area,energy_tariff,mains_gas_flag,glazed_type,glazed_area,extension_count,number_habitable_rooms,number_heated_rooms,low_energy_lighting,number_open_fireplaces,hotwater_description,hot_water_energy_eff,hot_water_env_eff,floor_description,windows_description,windows_energy_eff,windows_env_eff,walls_description,walls_energy_eff,walls_env_eff,roof_description,roof_energy_eff,roof_env_eff,mainheat_description,mainheat_energy_eff,mainheat_env_eff,mainheatcont_description,mainheatc_energy_eff,mainheatc_env_eff,lighting_description,lighting_energy_eff,lighting_env_eff,main_fuel,tenure
48,10000998873,198000,2021-06-24,2021-04-23T00:00:00Z,21 KILMARNOCK GARDENS,Flat,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1983-1990,RM8 2RE,C,C,78,78,Mid-Terrace,rental,83,83,147,147,1,26,1,35,35,202,202,63,63,38,Unknown,Y,"double glazing, unknown install date",Normal,0,2,2,100,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
49,10001173087,425000,2021-04-07,2021-06-16T00:00:00Z,"7 WOODRUSH WAY, CHADWELL HEATH",House,N,Barking and Dagenham,Dagenham and Rainham,CHADWELL HEATH,England and Wales: 1967-1975,RM6 5BL,C,B,69,83,End-Terrace,marketed sale,64,80,197,97,3.5,35,1.7,80,80,610,504,88,59,100,Single,Y,"double glazing, unknown install date",Normal,1,6,6,95,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, limited insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 95% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
50,10000985739,340000,2021-06-21,2021-01-29T00:00:00Z,2 MERTON ROAD,House,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1950-1966,IG11 9QR,D,B,56,88,End-Terrace,rental,49,87,318,59,4,56,0.8,59,59,700,332,114,64,72,Single,Y,"double glazing, unknown install date",Normal,1,4,4,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
52,10000901800,675000,2021-03-31,2021-06-25T00:00:00Z,"101 SHIRLEY GARDENS, BARKING",House,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1930-1949,IG11 9XB,D,B,68,81,End-Terrace,marketed sale,61,76,178,103,5.2,31,3.1,164,103,881,692,93,93,166,Single,Y,"double glazing, unknown install date",Normal,3,8,8,41,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 41% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
55,10000349125,360000,2020-10-16,2021-04-12T00:00:00Z,"23 SEABROOK ROAD, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1930-1949,RM8 3QP,E,C,47,70,Mid-Terrace,marketed sale,40,62,362,197,5.5,64,3,87,87,972,729,99,70,86,standard tariff,Y,"double glazing, unknown install date",Normal,2,5,5,86,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
57,10000274522,314000,2021-03-25,2021-01-22T00:00:00Z,"16 LANGLEY GARDENS, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1930-1949,RM9 4RR,C,B,71,91,Mid-Terrace,rental,70,91,186,34,2.2,33,0.4,57,57,396,279,81,55,67,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
58,10000220352,335000,2021-03-22,2021-05-19T00:00:00Z,"31 PURLAND CLOSE, DAGENHAM",Bungalow,N,Barking and Dagenham,Dagenham and Rainham,DAGENHAM,England and Wales: 1930-1949,RM8 1AS,E,B,44,89,Semi-Detached,marketed sale,38,89,485,51,4.5,86,0.5,46,46,542,290,344,62,52,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,100,0,"From main system, no cylinder thermostat",Poor,Poor,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
59,10000677161,410000,2021-02-18,2021-03-19T00:00:00Z,"63 MORLEY ROAD, CHADWELL HEATH",House,N,Barking and Dagenham,Dagenham and Rainham,CHADWELL HEATH,England and Wales: 1930-1949,RM6 6XA,D,B,63,87,Semi-Detached,marketed sale,57,85,253,73,3.5,45,1,71,71,616,375,95,67,78,standard tariff,Y,double glazing installed before 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,TRVs and bypass,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
60,10000123206,268000,2021-01-25,2021-02-26T00:00:00Z,"18 HAYDON ROAD, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1930-1949,RM8 2PA,D,B,60,85,Semi-Detached,marketed sale,52,82,244,79,5.5,43,1.8,90,90,939,489,104,73,127,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,6,6,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
61,10000578430,360000,2021-02-03,2021-02-24T00:00:00Z,"35 BUSHGROVE ROAD, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1930-1949,RM8 3SL,D,B,65,85,Semi-Detached,marketed sale,60,83,231,83,3.2,41,1.2,65,65,568,408,83,56,79,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
65,10001157291,305000,2021-04-20,2021-02-18T00:00:00Z,"63 OXLOW LANE, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1950-1966,RM9 5XJ,D,B,67,88,Mid-Terrace,rental,64,87,227,61,2.5,40,0.7,84,53,423,321,92,62,62,Single,Y,double glazing installed during or after 2002,Normal,0,3,3,43,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 43% of fixed outlets,Average,Average,mains gas (not community),Rented (private)
66,10001054331,317500,2021-05-13,2021-03-01T00:00:00Z,"302 PARSLOES AVENUE, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1950-1966,RM9 5QL,C,B,73,89,Mid-Terrace,rental,72,89,176,53,2.1,31,0.7,56,56,371,318,80,54,67,Single,Y,"double glazing, unknown install date",Normal,0,4,4,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
68,10001198782,320000,2021-06-24,2021-04-22T00:00:00Z,89 MAXEY ROAD,House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1930-1949,RM9 5HU,C,B,69,88,Mid-Terrace,rental,66,88,207,57,2.6,36,0.7,59,59,461,332,82,56,71,Single,Y,"double glazing, unknown install date",Normal,1,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
70,10000331357,120000,2021-02-17,2021-05-27T00:00:00Z,"204 MAXEY ROAD, DAGENHAM",Maisonette,N,Barking and Dagenham,Dagenham and Rainham,DAGENHAM,England and Wales: 1976-1982,RM9 5TU,C,C,78,78,End-Terrace,marketed sale,73,73,194,194,1.7,35,1.7,45,45,221,221,71,71,49,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,2,2,100,0,Community scheme,Very Good,Very Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Pitched, 150 mm loft insulation",Good,Good,Community scheme,Very Good,Good,"Flat rate charging, programmer and room thermostat",Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (community),Owner-occupied
71,10000041920,250000,2021-02-20,2021-03-31T00:00:00Z,"111 BRADFIELD DRIVE, BARKING",Flat,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1930-1949,IG11 9AP,D,D,63,67,Mid-Terrace,non marketed sale,59,64,265,231,2.9,47,2.5,54,54,518,450,87,87,62,off-peak 7 hour,Y,double glazing installed before 2002,Normal,0,3,3,100,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
72,10000348958,341000,2021-02-01,2021-06-01T00:00:00Z,"23 ROWNEY ROAD, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1930-1949,RM9 4PP,D,B,66,86,Mid-Terrace,rental,63,84,220,75,2.8,39,1,79,61,475,370,107,64,73,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,3,3,70,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 70% of fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
73,10000153894,184000,2021-02-25,2021-02-17T00:00:00Z,"213 ST ANNS, BARKING",Flat,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1950-1966,IG11 7AB,C,C,77,78,Detached,rental,78,80,136,127,1.6,24,1.5,61,61,287,269,86,86,69,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,3,3,100,0,From main system,Good,Good,(another dwelling below),Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
74,10000141675,600000,2021-02-25,2021-06-09T00:00:00Z,"20 HEPWORTH GARDENS, BARKING",House,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1930-1949,IG11 9AX,D,B,67,82,Semi-Detached,marketed sale,60,77,184,98,5.4,32,2.9,166,105,892,647,101,101,167,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,3,7,7,41,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, filled cavity",Average,Average,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 41% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
75,10000026228,450000,2021-03-04,2021-04-20T00:00:00Z,"1 SHEEPCOTES ROAD, CHADWELL HEATH",House,N,Barking and Dagenham,Dagenham and Rainham,CHADWELL HEATH,England and Wales: 1930-1949,RM6 5LS,D,B,67,81,Semi-Detached,marketed sale,59,76,194,107,5.5,34,3.1,117,117,907,663,128,105,160,off-peak 7 hour,Y,double glazing installed before 2002,Normal,1,6,6,86,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
76,10000976017,310000,2021-04-15,2021-02-12T00:00:00Z,"19 OGLETHORPE ROAD, DAGENHAM",House,N,Barking and Dagenham,Dagenham and Rainham,DAGENHAM,England and Wales: 1930-1949,RM10 7SA,C,B,73,91,Mid-Terrace,rental,72,92,168,33,2.3,30,0.5,63,63,399,281,84,57,77,Single,Y,double glazing installed during or after 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
78,10000070913,685000,2021-01-07,2021-03-22T00:00:00Z,"101 UPNEY LANE, BARKING",House,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1930-1949,IG11 9LD,D,B,58,83,Semi-Detached,marketed sale,48,79,248,86,6.8,44,2.4,141,101,1094,589,170,76,156,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,6,6,60,0,From main system,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 60% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
80,10000036716,450000,2021-03-25,2021-06-30T00:00:00Z,"11 MANOR ROAD, BARKING",House,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1900-1929,IG11 9JA,D,B,59,81,Mid-Terrace,marketed sale,52,77,261,110,4.2,46,1.8,80,80,699,494,130,81,91,standard tariff,Y,not defined,Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
81,10000018307,310000,2020-12-22,2021-02-16T00:00:00Z,"1 KENNEDY ROAD, BARKING",House,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1930-1949,IG11 7XJ,D,B,59,85,End-Terrace,non marketed sale,52,82,263,81,4.4,46,1.4,111,74,768,435,98,69,96,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,4,4,50,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,No time or thermostatic control of room temperature,Very Poor,Very Poor,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),Rented (private)
82,10000364444,415000,2021-03-12,2021-06-22T00:00:00Z,"45 LOWRY ROAD, DAGENHAM",House,N,Barking and Dagenham,Barking,DAGENHAM,England and Wales: 1991-1995,RM8 2NL,D,B,64,86,End-Terrace,marketed sale,58,85,249,72,3.3,44,1,62,62,520,365,163,70,76,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,100,0,From main system,Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
84,10000987761,490000,2021-05-07,2021-06-25T00:00:00Z,"2 SHERINGHAM DRIVE, BARKING",House,N,Barking and Dagenham,Barking,BARKING,England and Wales: 1930-1949,IG11 9AN,D,B,57,84,End-Terrace,marketed sale,50,81,272,84,4.6,48,1.4,106,74,773,436,99,70,95,Single,Y,"double glazing, unknown install date",More Than Typical,1,6,5,56,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Partial double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 25 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 56% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
